NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,HD,HIPP,RA,DEC,RA_STRING,DEC_STRING,V,VURL,VREF,J,I,DEPTH,T14,TT,MASS,R,AR,B,RSTAR,MSTAR,STAR,TEFF,LOGG,FE,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,TRANSIT,TRANSITURL,TRANSITREF,OTHERNAME,KS,H
,mjupiter,au,day,,deg,jd,m/s,,,,,,,hr,deg,,,,,,,deg,,day,,mjupiter,rjupiter,,,rsun,msun,,k,,,,,,,,,,,,
HD 132563 B b,1.49247,2.62431,1544,0.22,158,2452593,26.7,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D,132563,73261,14.972657094,44.04331616,14:58:21.566,+44:02:35.94,9.472,,,7.731,,,,,1.49247,,,,,1.01,HD 132563 B,5985,4.27,-0.19,,,HD 132563,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+132563,0,,,,7.494,7.576
GJ 667 C c,0.0134408,0.125092,28.13,0.34,166,2454462,2,Delfosse 2012,http://arxiv.org/abs/1202.2467,Bonfils 2011,http://arxiv.org/abs/1111.5019,,,17.31634388923645,-34.99683333290948,17:18:58.838,-34:59:48.6,10.22,,,6.848,,,,,0.0134408,,,,,0.33,GJ 667 C,3600,,-0.55,,,GJ 667 C,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+667+C,0,,,2MASS J17185868-3459483,6.036,6.322
HD 207832 c,0.730294,2.1118,1155.7,0.27,121.6,2453191.07306,15.3,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,207832,107985,21.876721296,-26.02621171,21:52:36.197,-26:01:34.36,8.79,,,7.587,,,,,0.730294,,,,0.901,0.94,HD 207832,5710,4.502,0.06,,,HD 207832,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+207832,0,,,2MASS J21523626-2601352,7.207,7.297
HD 5891 b,6.77867,0.724366,177.11,0.066,351,2455432,178.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,5891,4715,1.009219556,20.29258462,01:00:33.190,+20:17:33.30,8.25,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.239,,,,,6.77867,,,,8.15329,1.61,HD 5891,4907,2.9,-0.02,,,HD 5891,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+5891,0,,,2MASS J01003319+2017330,5.621,5.725
HD 173416 b,2.71808,1.16272,323.6,0.21,254,2453465.8,51.8,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,173416,91852,18.72669279933333,36.55646494,18:43:36.094,+36:33:23.27,6.057,,,4.58,,,,,2.71808,,,,14.3919,2,HD 173416,4683,2.48,-0.22,,,HR 7043,http://simbad.harvard.edu/simbad/sim-id?Ident=HR+7043,0,,,,3.814,3.929
HD 76700 b,0.232142,0.0511051,3.97097,0.095,30,2451213.32,27.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,76700,43686,8.898870677333333,-66.80128651,08:53:55.934,-66:48:04.63,8.16,,,6.91,,,,,0.232142,,,,1.2353,1.129,HD 76700,5668.45,4.29932,0.34543,,,HD 76700,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+76700,0,,,,6.5,6.613
HD 39091 b,10.088,3.34651,2151,0.6405,330.24,2447820,196.4,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.333..871J,39091,26394,5.619109062666666,-80.4716744,05:37:08.793,-80:28:18.03,5.65,,,4.868,,,,,10.088,,,,1.14999,1.071,HD 39091,5949.91,4.36259,0.048326,,,HD 39091,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+39091,0,,,pi Men,4.24,4.424
HD 7449 b,1.3131,2.33982,1275,0.82,339,2455298,41.59,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,7449,5806,1.241504484,-5.04704955,01:14:29.416,-05:02:49.38,7.5,,,6.425,,,,,1.3131,,,,0.952526,1.05,HD 7449,6024,4.51,-0.11,,,HD 7449,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+7449,0,,,2MASS J01142933-0502504,6.084,6.179
HD 216437 b,2.16817,2.48556,1353,0.319,67.7,2450605,39,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J,216437,113137,22.91098810333333,-70.07388669,22:54:39.557,-70:04:25.99,6.04,,,5.043,,,,,2.16817,,,,1.36865,1.117,HD 216437,5848.71,4.23107,0.224954,,,HD 216437,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+216437,0,,,rho Ind,4.517,4.923
HD 49674 b,0.101571,0.0571073,4.94737,0.087,264,2451882.38,12.04,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,49674,32916,6.858469247333333,40.8680551,06:51:30.489,+40:52:05.00,8.1,,,6.835,,,,,0.101571,,,,0.889525,1.015,HD 49674,5662.28,4.56026,0.309592,,,HD 49674,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+49674,0,,,,6.432,6.523
HD 82943 b,1.73352,1.183,441.2,0.219,284,2450931.409609375,43.6,Lee 2006,http://adsabs.harvard.edu/abs/2006ApJ...641.1178L,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,82943,47007,9.580759656,-12.12912276,09:34:50.735,-12:07:44.84,6.54,,,5.509,,,,,1.73352,,,,1.09738,1.133,HD 82943,5997.1,4.42123,0.265406,,,HD 82943,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+82943,0,,,,5.105,5.245
HD 220773 b,1.44975,4.94302,3724.7,0.51,259,2453866.4,20,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,220773,115697,23.440952462,8.64438583,23:26:27.429,+08:38:39.79,7.06,,,6.001,,,,,1.44975,,,,1.35144,1.16,HD 220773,5940,4.24,0.09,,,HD 220773,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+220773,0,,,2MASS J23262744+0838376,5.651,5.712
HD 159868 c,0.73,1.00396,352.3,0.15,290,2453239,20.1,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,159868,86375,17.64991986533333,-43.14510336,17:38:59.712,-43:08:42.37,7.24,,,5.94,,,,,0.73,,,,1.65829,1.087,HD 159868,5623,4.05,0,,,HD 159868,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+159868,0,,,,5.535,5.567
HD 137388 b,0.227816,0.88883,330,0.36,86,2455209,7.94,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,137388,76351,15.59446985333333,-80.20469367,15:35:40.091,-80:12:16.90,8.71,,,7.23,,,,,0.227816,,,,0.97784,0.86,HD 137388,5240,4.42,0.18,,,HD 137388,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+137388,0,,,2MASS J15353994-8012164,6.763,6.867
HD 100777 b,1.16502,1.03378,383.70001,0.36,202.7,2453456.2,34.9,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,100777,56572,11.597647096,-4.75577838,11:35:51.530,-04:45:20.80,8.42,,,7.152,,,,,1.16502,,,,1.07881,1,HD 100777,5582,4.39,0.27,,,HD 100777,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+100777,0,,,,6.735,6.804
HD 222582 b,7.63003,1.33658,572.38,0.725,319.01,2450706.7,276.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,222582,116906,23.697670896,-5.98548718,23:41:51.615,-05:59:07.75,7.68,,,6.522,,,,,7.63003,,,,1.13737,0.965,HD 222582,5726.63,4.34189,-0.0285345,,,HD 222582,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+222582,0,,,,6.173,6.243
HD 128311 b,1.4572,1.08649,454.2,0.345,63,2453835,46.5,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,128311,71395,14.60012197333333,9.74712514,14:36:00.439,+09:44:49.65,7.48,,,5.772,,,,,1.4572,,,,0.58322,0.828,HD 128311,4965.42,4.83098,0.204777,,,HD 128311,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+128311,0,,,,5.142,5.302
HD 181433 d,0.535482,3.02208,2172,0.48,330,2452154,11.3,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,181433,95467,19.419417994,-66.46937108,19:25:09.905,-66:28:09.74,8.38,,,6.664,,,,,0.535482,,,,1.00831,0.78,HD 181433,4962,4.37,0.33,,,HD 181433,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+181433,0,,,,6.094,6.243
HD 4208 b,0.807457,1.65355,828,0.052,345,2451040,19.06,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,4208,3479,0.7406794366666667,-26.51604496,00:44:26.446,-26:30:57.76,7.78,,,6.57,,,,,0.807457,,,,0.876501,0.879,HD 4208,5600.17,4.51744,-0.284151,,,HD 4208,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4208,0,,,,6.163,6.243
HD 5388 b,1.96509,1.76349,777,0.4,324,2454570,41.7,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,5388,4311,0.9199886413333334,-47.40553264,00:55:11.959,-47:24:19.92,6.8394,,,5.795,,,,,1.96509,,,,1.29538,1.21,HD 5388,6297,4.28,-0.27,,,HD 5388,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+5388,0,,,,5.441,5.524
11 UMi b,11.0873,1.53498,516.22,0.08,117.63,2452861.04,189.7,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,136726,74793,15.28496710133333,71.82387838,15:17:05.882,+71:49:25.96,5.024,,,2.876,,,,,11.0873,,,,44.65,1.8,11 UMi,4340,1.6,0.04,,,11 UMi,http://simbad.harvard.edu/simbad/sim-id?Ident=11+UMi,0,,,,1.939,2.091
HD 4732 c,2.36493,4.60219,2732,0.23,118,2456093,24.4,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,4732,3834,0.820527338,-24.13652672,00:49:13.898,-24:08:11.50,5.901,,,4.338,,,,,2.36493,,,,5.55146,1.74,HD 4732,4959,3.16,0.01,,,HD 4732,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4732,0,,,2MASS J00491393-2408119,3.691,3.717
kappa CrB b,2.00902,2.80149,1300,0.125,83.1,2453899,27.3,Bonsor 2013,http://adsabs.harvard.edu/abs/2013arXiv1302.7000B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J,142091,77655,15.85387150133333,35.65822666,15:51:13.937,+35:39:29.62,4.79,,,3.035,,,,,2.00902,,,,3.522,1.84,kappa CrB,4970,3.47,0.15,,,kappa CrB,http://simbad.harvard.edu/simbad/sim-id?Ident=kappa+CrB,0,,,,2.423,2.575
HD 99492 b,0.106179,0.121908,17.0431,0.254,219,2450468.7,9.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,99492,55848,11.44630652533333,3.00586339,11:26:46.703,+03:00:21.11,7.58,,,5.852,,,,,0.106179,,,,0.630794,0.832,HD 99492,4954.92,4.76974,0.362285,,,LHS 2408,http://simbad.harvard.edu/simbad/sim-id?Ident=LHS+2408,0,,,83 Leo B,5.256,5.402
HD 204941 b,0.26689,2.55427,1733,0.37,228,2456015,5.94,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,204941,106353,21.53991222066667,-20.95711961,21:32:23.684,-20:57:25.63,8.45,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,6.895,,,,,0.26689,,,,0.850124,0.74,HD 204941,5056,4.48,-0.19,,,HD 204941,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+204941,0,,,2MASS J21322353-2057264,6.357,6.475
HD 196050 b,2.8434,2.51056,1378,0.228,187,2450843,49.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J,196050,101806,20.63109371533334,-60.63432542,20:37:51.937,-60:38:03.57,7.5,,,6.378,,,,,2.8434,,,,1.31321,1.109,HD 196050,5892.35,4.26726,0.229114,,,HD 196050,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+196050,0,,,,6.033,6.118
HD 111232 b,6.84182,1.97489,1143,0.2,98,2451230,159.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,111232,62534,12.81436396466667,-68.42542514,12:48:51.710,-68:25:31.53,7.59,,,6.328,,,,,6.84182,,,,0.874998,0.78,HD 111232,5494,4.5,-0.36,,,HD 111232,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+111232,0,,,,5.897,5.974
HD 117618 b,0.176652,0.174852,25.827,0.42,254,2450832.2,12.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,117618,66047,13.54042612466667,-47.27105979,13:32:25.534,-47:16:15.82,7.17,,,6.097,,,,,0.176652,,,,1.16537,1.069,HD 117618,5963.63,4.35012,0.00274042,,,HD 117618,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+117618,0,,,,5.737,5.842
HD 180902 b,1.55713,1.37801,479,0.09,300,2454858.2914,30.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,180902,94951,19.32157965666666,-23.55810644,19:19:17.687,-23:33:29.18,7.78,,,6.121,,,,,1.55713,,,,3.87634,1.52,HD 180902,4975,3.4,0.04,,,HD 180902,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+180902,0,,,,5.543,5.67
HIP 12961 b,0.354314,0.25497,57.435,0.166,272,2454428.4,24.71,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,,12961,2.778527848,-23.08695483,02:46:42.700,-23:05:13.04,10.31,,,7.558,,,,,0.354314,,,,,0.67,HIP 12961,,,-0.07,,,LTT 1349,http://simbad.harvard.edu/simbad/sim-id?Ident=LTT+1349,0,,,2MASS J02464286-2305119,6.736,6.927
HD 63454 b,0.384566,0.0362523,2.818049,0,87.3,2455583.24,64.19,Kane 2011,http://adsabs.harvard.edu/abs/2011ApJ...737...58K,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,63454,37284,7.656086232000001,-78.27887584,07:39:21.910,-78:16:43.95,9.37,,,7.596,,,,,0.384566,,,,1.15809,0.8,HD 63454,4841,4.23,0.11,,,HD 63454,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+63454,0,,,,6.998,7.18
BD +48 738 b,0.922011,0.949488,392.6,0.2,358.9,2454457.2,31.9,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,,2.714017500347561,49.58696666664547,02:42:50.463,+49:35:13.08,9.14,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,6.704,,,,,0.922011,,,,19.285,0.74,BD +48 738,4414,2.24,-0.2,,,BD +48 738,http://simbad.harvard.edu/simbad/sim-id?Ident=BD+%2B48+738,0,,,2MASS J02425045+4935130,5.904,6.077
NGC 2423 3 b,10.6368,2.09673,714.3,0.21,18,2453213,137.6,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,,,7.619232777754466,-13.90663888878293,07:37:09.238,-13:54:23.9,10.04,,,7.94,,,,,10.6368,,,,,2.4,NGC 2423 3,,,0.14,,,BD-13 2130,http://simbad.harvard.edu/simbad/sim-id?Ident=BD-13+2130,0,,,2MASS J07370922-1354239,7.151,7.37
HD 50499 b,1.74473,3.87172,2457.8717,0.253675,258.799,2451220.052,23.0219,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,50499,32970,6.867242474666667,-33.91572685,06:52:02.073,-33:54:56.62,7.21,,,6.152,,,,,1.74473,,,,1.18426,1.28,HD 50499,6069.67,4.3733,0.335195,,,HD 50499,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+50499,0,,,,5.836,5.884
HD 2039 b,5.92499,2.19755,1120,0.715,344.1,2452041,153,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,2039,1931,0.40560955,-56.65008425,00:24:20.194,-56:39:00.30,9,,,7.912,,,,,5.92499,,,,1.1465,1.123,HD 2039,5940.77,4.38431,0.31541,,,HD 2039,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+2039,0,,,,7.549,7.652
HD 187085 b,0.803694,2.02754,986,0.47,94,2450912,17,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,187085,97546,19.82610012,-37.78029717,19:49:33.960,-37:46:49.07,7.22,,,6.19,,,,,0.803694,,,,1.31178,1.143,HD 187085,6075.15,4.27584,0.0882322,,,HD 187085,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+187085,0,,,,5.876,5.95
HD 118203 b,2.13623,0.0702997,6.1335,0.309,155.7,2453394.23,217,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D,118203,66192,13.56739555333333,53.72871983,13:34:02.624,+53:43:43.39,8.05,,,6.86,,,,,2.13623,,,,2.14975,1.23,HD 118203,5600,3.87,0.1,,,HD 118203,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+118203,0,,,,6.543,6.607
HD 175167 b,7.77836,2.40085,1290,0.54,342,2453598,161,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,175167,93281,19.00023558133334,-69.9437744,19:00:00.848,-69:56:37.59,8.01,,,6.713,,,,,7.77836,,,,,1.102,HD 175167,,,0.19,,,HD 175167,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+175167,0,,,2MASS J19000083-6956393,6.288,6.381
NGC 4349 127 b,19.8296,2.38084,677.8,0.19,61,2454114,188,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,,,12.40985388861762,-61.81988888899485,12:24:35.474,-61:49:11.6,10.83,,,,,,,,19.8296,,,,,3.9,NGC 4349 127,,,-0.12,,,Cl* NGC 4349 MMU 127,http://simbad.harvard.edu/simbad/sim-id?Ident=Cl*+NGC+4349+MMU+127,0,,,2MASS J12240740-6152126,,
GJ 676 A b,4.89701,1.81539,1056.8,0.326,85.7,2455411.9,129.3,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,,85647,17.503179952,-51.63652557,17:30:11.448,-51:38:11.49,9.585,,,6.711,,,,,4.89701,,,,,0.71,GJ 676 A,,,0.18,,,GJ 676 A,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+676+A,0,,,2MASS J17301119-5138132,5.825,6.082
HD 47186 c,0.348285,2.38704,1353.6,0.249,26,2452010,6.65,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,47186,31540,6.602437119333334,-27.62165782,06:36:08.774,-27:37:17.97,7.6,,,6.416,,,,,0.348285,,,,1.13117,0.99,HD 47186,5675,4.36,0.23,,,HD 47186,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+47186,0,,,,6.004,6.099
HIP 14810 d,0.5806,1.88623,950.69651,0.165251,296.832,2454345.169,12.2451,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,,14810,3.187286760666667,21.09748895,03:11:14.232,+21:05:50.96,8.52,,,7.201,,,,,0.5806,,,,1.31998,0.99,HIP 14810,5485,4.22,0.23,,,HIP 14810,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+14810,0,,,,6.828,6.964
HD 142245 b,1.89038,2.77628,1299,0,234,2454760,24.8,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,142245,77783,15.88230968333333,15.43075791,15:52:56.315,+15:25:50.73,7.63,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5.689,,,,,1.89038,,,,4.51552,1.69,HD 142245,4878,3.3,0.23,,,HD 142245,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+142245,0,,,2MASS J15525629+1525507,5.11,5.232
HD 30177 b,9.68782,3.80821,2770,0.193,34,2451437,146.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,30177,21850,4.698416761333333,-58.02072763,04:41:54.300,-58:01:14.62,8.41,,,7.15,,,,,9.68782,,,,1.21235,0.951,HD 30177,5607.39,4.31073,0.394219,,,HD 30177,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+30177,0,,,,6.715,6.829
HD 190647 b,1.90296,2.07238,1038.1,0.18,232.5,2453868,36.4,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,190647,99115,20.12213584133333,-35.5381297,20:07:19.689,-35:32:17.27,7.78,,,6.546,,,,,1.90296,,,,1.42287,1.1,HD 190647,5628,4.18,0.24,,,HD 190647,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+190647,0,,,,6.16,6.251
HD 97658 b,0.0242781,0.0807747,9.494,0,90,2455375.01,2.75,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,97658,54906,11.24256411866667,25.7102675,11:14:33.231,+25:42:36.96,7.762,,,6.203,,,,,0.0242781,,,,0.68,0.78,HD 97658,5170,4.63,-0.23,,,HD 97658,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+97658,0,,,2MASS J11143316+2542374,5.734,5.821
HD 106270 b,11.0314,4.3673,2890,0.402,15.4,2454830,142.1,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,106270,59625,12.22704007066667,-9.51327855,12:13:37.344,-09:30:47.80,7.73,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.249,,,,,11.0314,,,,2.0669,1.32,HD 106270,5638,3.9,0.08,,,HD 106270,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+106270,0,,,2MASS J12133728-0930482,5.862,5.964
HD 30856 b,1.8481,2.03503,912,0.117,180,2455260,31.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,30856,22491,4.838291636666667,-24.36879554,04:50:17.850,-24:22:07.66,8.0719,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.255,,,,,1.8481,,,,3.84396,1.35,HD 30856,4982,3.4,-0.06,,,HD 30856,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+30856,0,,,2MASS J04501787-2422077,5.657,5.798
HD 48265 b,1.20645,1.59435,762,0.24,289,2452892,29,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,48265,31895,6.667139893333333,-48.54202822,06:40:01.704,-48:32:31.30,8.05,,,6.841,,,,,1.20645,,,,,0.93,HD 48265,,,0.17,,,HD 48265,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+48265,0,,,,6.448,6.528
HD 89307 b,1.79148,3.26609,2166,0.2,4.9,2452346.4,28.9,Fischer 2009 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,89307,50473,10.30595852133333,12.6212036,10:18:21.451,+12:37:16.33,7.02,,,5.891,,,,,1.79148,,,,1.15051,0.989,HD 89307,5897.77,4.34122,-0.159213,,,HD 89307,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+89307,0,,,,5.564,5.644
HD 163607 c,2.2924,2.41789,1314,0.12,265,2455085,40.4,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,163607,87601,17.89460405933334,56.39166423,17:53:40.575,+56:23:29.99,8.15,,,6.648,,,,,2.2924,,,,1.69594,1.09,HD 163607,5543,4.04,0.21,,,HD 163607,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+163607,0,,,2MASS J17534049+5623309,6.271,6.342
HD 4313 b,2.34791,1.17834,356,0.041,85.59,2454804,46.9,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,4313,3574,0.7612115046666666,7.84500477,00:45:40.361,+07:50:42.02,7.83,,,6.159,,,,,2.34791,,,,4.56712,1.72,HD 4313,4991,3.3,0.14,,,HD 4313,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4313,0,,,,5.595,5.774
