NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,HD,HIPP,RA,DEC,RA_STRING,DEC_STRING,V,VURL,VREF,J,I,DEPTH,T14,TT,MASS,R,AR,B,RSTAR,MSTAR,STAR,TEFF,LOGG,FE,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,TRANSIT,TRANSITURL,TRANSITREF,OTHERNAME,KS,H
,mjupiter,au,day,,deg,jd,m/s,,,,,,,hr,deg,,,,,,,deg,,day,,mjupiter,rjupiter,,,rsun,msun,,k,,,,,,,,,,,,
HD 171238 b,2.60901,2.54268,1523,0.4,47,2455062,52.2,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,171238,91085,18.57880402066667,-28.07204633,18:34:43.694,-28:04:19.37,8.66,,,7.244,,,,,2.60901,,,,1.05059,0.943,HD 171238,5467,4.39,0.17,,,HD 171238,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+171238,0,,,,6.831,6.868
HIP 5158 b,1.42633,0.887919,345.72,0.52,252,2454580.49,57,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,,5158,1.100533536,-22.45289219,01:06:01.921,-22:27:10.41,10.16,,,,,,,,1.42633,,,,0.986271,0.78,HIP 5158,4962,4.37,0.1,,,G 268-114,http://simbad.harvard.edu/simbad/sim-id?Ident=G+268-114,0,,,2MASS J01060202-2227111,,
GJ 849 b,0.830886,2.35317,1882,0.04,355,2451488,22,Bonfils 2011,http://arxiv.org/abs/1111.5019,Butler 2006,http://adsabs.harvard.edu/abs/2006PASP..118.1685B,,109388,22.161022714,-4.64068122,22:09:39.682,-04:38:26.45,10.42,,,6.509,,,,,0.830886,,,,,0.49,GJ 849,,,0.16,,,GJ 849,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+849,0,,,2MASS J22094029-0438267,5.594,5.899
PSR B1257+12 b,,0.168494,25.262,0,90,2449765.1,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1992,http://adsabs.harvard.edu//abs/1992Natur.355..145W,,,195.01490292,12.68235336,13:00:03.577,+12:40:56.4,,,,,,,,,0.0000629327,,,,,,PSR B1257+12,,,,,,PSR B1257+12,http://simbad.harvard.edu/simbad/sim-id?Ident=PSR+B1257%2B12,0,,,,,
HD 164922 b,0.357927,2.10091,1155,0.05,195,2451100,7.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,164922,88348,18.04183576066667,26.31446576,18:02:30.609,+26:18:52.08,7.01,,,5.552,,,,,0.357927,,,,0.899472,0.927,HD 164922,5385.36,4.50576,0.170081,,,HD 164922,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+164922,0,,,,5.113,5.203
tau Gru b,1.2147,2.51797,1311,0.07,100,2450870,19.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2003,http://adsabs.harvard.edu/abs/2003MNRAS.341..948J,216435,113044,22.893816736,-48.59808751,22:53:37.740,-48:35:53.12,6.03,,,5.008,,,,,1.2147,,,,1.54911,1.238,tau Gru,5999.24,4.15445,0.24386,,,HD 216435,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+216435,0,,,,4.612,4.687
HD 96063 b,0.920067,0.99927,361.1,0,90,2455260,25.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,96063,54158,11.07901068466667,-2.51317574,11:04:44.438,-02:30:47.43,8.37,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.607,,,,,0.920067,,,,2.86229,1.02,HD 96063,5148,3.6,-0.3,,,HD 96063,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+96063,0,,,2MASS J11044445-0230475,6.05,6.151
HD 86264 b,6.62738,2.84117,1475,0.7,306,2455172,132,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,86264,48780,9.949401964666666,-15.89496081,09:56:57.847,-15:53:41.86,7.42,,,6.504,,,,,6.62738,,,,1.49917,1.4,HD 86264,6326,4.21,0.256,,,HD 86264,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+86264,0,,,,6.224,6.344
HD 82943 c,1.98927,0.742817,219.5,0.359,127,2450969.8676649304,66,Lee 2006,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,82943,47007,9.580759656,-12.12912276,09:34:50.735,-12:07:44.84,6.54,,,5.509,,,,,1.98927,,,,1.09738,1.133,HD 82943,5997.1,4.42123,0.265406,,,HD 82943,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+82943,0,,,,5.105,5.245
GJ 581 d,0.0191104,0.217717,66.64,0.25,356,2454805.7,2.16,Forveille 2011,http://xxx.lanl.gov/abs/1109.2505,Udry 2007,http://adsabs.harvard.edu/abs/2007A%26A...469L..43U,,74995,15.32431830266667,-7.72203837,15:19:27.546,-07:43:19.34,10.57,,,6.706,,,,,0.0191104,,,,,0.31,GJ 581,3498,4.96,-0.1,,,GJ 581,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+581,0,,,,5.836,6.094
iota Hor b,2.04683,0.92376,302.8,0.14,346,2451227,57.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Kurster 2000,http://adsabs.harvard.edu/abs/2000A%26A...353L..33K,17051,12653,2.709210682666666,-50.80082679,02:42:33.158,-50:48:02.98,5.4,,,4.75,,,,,2.04683,,,,1.21047,1.145,iota Hor,6097.36,4.34194,0.111272,,,iota Hor,http://simbad.harvard.edu/simbad/sim-id?Ident=iota+Hor,0,,,,4.137,4.323
HD 37124 d,0.68665,2.80658,1862,0.16,0,2448558,12.8,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,37124,26381,5.617371146666667,20.73180836,05:37:02.536,+20:43:54.51,7.68,,,6.358,,,,,0.68665,,,,0.772275,0.85,HD 37124,5500.24,4.59917,-0.441617,,,HD 37124,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+37124,0,,,,5.951,6.02
HD 192263 b,0.639382,0.152945,24.3556,0.055,200,2450994.3,51.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2000,http://adsabs.harvard.edu/abs/2000A%26A...356..599S,192263,99711,20.23330059466667,-0.86751448,20:13:59.882,-00:52:03.05,7.79,,,6.115,,,,,0.639382,,,,0.7401,0.804,HD 192263,4975.16,4.60419,0.0543197,,,HD 192263,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+192263,0,,,,5.536,5.684
HD 204313 b,3.50088,3.07131,1920.1,0.23,298,2452111.6,57,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,204313,106006,21.470050048,-21.72559562,21:28:12.180,-21:43:32.14,7.99,,,6.812,,,,,3.50088,,,,1.12584,1.045,HD 204313,5767,4.37,0.18,,,HD 204313,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+204313,0,,,,6.459,6.539
HIP 14810 b,3.87441,0.0692271,6.673859,0.142483,159.48,2453988.253,424.329,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,14810,3.187286760666667,21.09748895,03:11:14.232,+21:05:50.96,8.52,,,7.201,,,,,3.87441,,,,1.31998,0.99,HIP 14810,5485,4.22,0.23,,,HIP 14810,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+14810,0,,,,6.828,6.964
HD 90156 b,0.0565295,0.249855,49.77,0.31,113,2454775.1,3.69,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,90156,50921,10.39869453533333,-29.64577141,10:23:55.300,-29:38:44.78,6.92,,,5.685,,,,,0.0565295,,,,0.920961,0.84,HD 90156,5599,4.48,-0.24,,,HD 90156,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+90156,0,,,2MASS J10235528-2938441,5.245,5.382
Pr 211 b,1.84394,0.0320419,2.1451,0,90,2456013.9889,299.9,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,,,8.703192222118377,19.27704444461398,08:42:11.492,+19:16:37.36,12.15,,,10.66,,,,,1.84394,,,,0.868,0.952,Pr 211,5326,4.55,0.187,,,2MASS J08421149+1916373,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J08421149%2B1916373,0,,,2MASS J08421149+1916373,10.173,10.242
24 Sex c,1.3623,2.1229,910,0.412,172,2454941,23.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,90043,50887,10.39120334266667,-0.90216202,10:23:28.332,-00:54:07.78,6.61,,,5.292,,,,,1.3623,,,,3.38241,1.54,24 Sex,5098,3.5,-0.03,,,24 Sex,http://simbad.harvard.edu/simbad/sim-id?Ident=24+Sex,0,,,2MASS J10232836-0054079,4.285,4.486
HD 60532 c,2.46312,1.57999,604,0.02,151,2453732,46.4,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,60532,36795,7.567557216,-22.29618047,07:34:03.206,-22:17:46.25,4.45,,,3.702,,,,,2.46312,,,,2.35065,1.44,HD 60532,6095,3.83,-0.26,,,HD 60532,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+60532,0,,,,3.354,3.318
HD 68988 b,1.79992,0.0692771,6.27711,0.1249,31.4,2451548.84,184.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,68988,40687,8.306115682,61.46064472,08:18:22.016,+61:27:38.32,8.2,,,7.059,,,,,1.79992,,,,1.10962,1.124,HD 68988,5960.48,4.41308,0.324379,,,HD 68988,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+68988,0,,,,6.743,6.812
HD 149143 b,1.32811,0.0530508,4.072,0.016,0,2453483.9,149.6,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006 ; da Silva 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F ; http://adsabs.harvard.edu/abs/2006A%26A...446..717D,149143,81022,16.54751548666666,2.08503811,16:32:51.056,+02:05:06.14,7.89,,,6.759,,,,,1.32811,,,,1.71219,1.2,HD 149143,5884,4.071,0.26,,,HD 149143,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+149143,0,,,,6.434,6.535
HD 79498 b,1.34632,3.13296,1966.1,0.59,221,2453210.9,26,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,79498,45406,9.252634015333333,23.37592703,09:15:09.482,+23:22:33.34,8.02,,,6.851,,,,,1.34632,,,,1.12815,1.06,HD 79498,5740,4.37,0.24,,,HD 79498,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+79498,0,,,2MASS J09150941+2322323,6.53,6.574
HD 181433 c,0.640416,1.75604,962,0.28,21.4,2453235,16.2,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,181433,95467,19.419417994,-66.46937108,19:25:09.905,-66:28:09.74,8.38,,,6.664,,,,,0.640416,,,,1.00831,0.78,HD 181433,4962,4.37,0.33,,,HD 181433,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+181433,0,,,,6.094,6.243
70 Vir b,7.46144,0.483601,116.6884,0.4007,358.71,2447239.82,316.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 1996,http://adsabs.harvard.edu/abs/1996ApJ...464L.147M,117176,65721,13.47387510133333,13.78018785,13:28:25.950,+13:46:48.68,4.97,,,3.798,,,,,7.46144,,,,1.59775,1.101,70 Vir,5544.6,4.06791,-0.0122615,,,70 Vir,http://simbad.harvard.edu/simbad/sim-id?Ident=70+Vir,0,,,,3.24,3.456
HD 102365 b,0.0509774,0.463328,122.1,0.34,105,2450129,2.4,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,102365,57443,11.77562419266667,-40.50133463,11:46:32.247,-40:30:04.80,4.89,,,3.931,,,,,0.0509774,,,,0.828702,0.89,HD 102365,5630,4.57,-0.26,,,LHS 311,http://simbad.harvard.edu/simbad/sim-id?Ident=LHS+311,0,,,2MASS J11463107-4030013,3.489,3.49
BD -08 2823 b,0.045941,0.0558236,5.6,0.15,30,2454637.7,6.5,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,,49067,10.01331736266667,-9.51674109,10:00:47.943,-09:31:00.27,9.9889,,,7.96,,,,,0.045941,,,,1.27853,0.74,BD -08 2823,4746,4.13,-0.07,,,G 162-12,http://simbad.harvard.edu/simbad/sim-id?Ident=G+162-12,0,,,LTT 3669,7.323,7.498
HD 41004 B b,18.4135,0.0176759,1.3283,0.081,178.5,2452434.88,6114,Zucker 2004,http://adsabs.harvard.edu/abs/2004A%26A...426..695Z,Zucker 2004,http://adsabs.harvard.edu/abs/2004A%26A...426..695Z,41004,28393,5.997135104666667,-48.23984977,05:59:49.686,-48:14:23.46,12.33,,,7.004,,,,,18.4135,,,,,0.4,HD 41004 B,,,,,,HD 41004 B,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+41004+B,0,,,,6.428,6.549
HD 6718 b,1.5591,3.55427,2496,0.1,286,2454357,24.1,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,6718,5301,1.130152612,-8.23375149,01:07:48.549,-08:14:01.51,8.45,,,7.269,,,,,1.5591,,,,0.956629,0.96,HD 6718,5746,4.48,-0.06,,,G 270-148,http://simbad.harvard.edu/simbad/sim-id?Ident=G+270-148,0,,,2MASS J01074866-0814012,6.876,6.99
HD 33636 b,9.26951,3.26519,2127.7,0.4805,339.5,2451205.8,164.2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,33636,24205,5.196206461333333,4.40387312,05:11:46.343,+04:24:13.94,7,,,5.931,,,,,9.26951,,,,1.03374,1.017,HD 33636,5904.28,4.42931,-0.125591,,,HD 33636,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+33636,0,,,,5.572,5.633
HD 240237 b,5.31949,1.91887,745.7,0.4,108.1,2454292,91.5,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,240237,114840,23.261729008,58.04325286,23:15:42.224,+58:02:35.71,8.19,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,5.703,,,,,5.31949,,,,,1.69,HD 240237,4361,,-0.26,,,HD 240237,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+240237,0,,,2MASS J23173569+6038580,4.769,4.983
rho CrB b,1.06409,0.225692,39.8449,0.057,303,2450563.2,64.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Noyes 1997,http://adsabs.harvard.edu/abs/1997ApJ...483L.111N,143761,78459,16.01744416733333,33.30538802,16:01:02.799,+33:18:19.40,5.39,,,4.088,,,,,1.06409,,,,1.10084,0.965,rho CrB,5822.58,4.36496,-0.198985,,,rho CrB,http://simbad.harvard.edu/simbad/sim-id?Ident=rho+CrB,0,,,,3.857,3.988
HD 11977 b,6.51995,1.93643,711,0.4,351.5,2451420,105,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,11977,8928,1.915559662,-67.64748114,01:54:56.015,-67:38:50.93,4.695,,,3.161,,,,,6.51995,,,,8.09547,1.91,HD 11977,4970,2.9,-0.21,,,HD 11977,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+11977,0,,,,2.589,2.694
HD 73534 b,1.10389,3.06829,1770,0.074,12,2456450,16.2,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,73534,42446,8.654408773333333,12.96060185,08:39:15.872,+12:57:38.17,8.23,,,6.524,,,,,1.10389,,,,2.28838,1.229,HD 73534,5041,3.77,0.16,,,HD 73534,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+73534,0,,,,5.961,6.072
HD 164604 b,2.6885,1.30299,606.4,0.24,51,2452674,77,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,164604,88414,18.05193193133334,-28.56055021,18:03:06.955,-28:33:37.98,9.7,,,7.784,,,,,2.6885,,,,,0.8,HD 164604,,,-0.18,,,HD 164604,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+164604,0,,,,7.169,7.306
HD 37124 c,0.648109,1.70993,885.5,0.125,53,2449534,15.4,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,37124,26381,5.617371146666667,20.73180836,05:37:02.536,+20:43:54.51,7.68,,,6.358,,,,,0.648109,,,,0.772275,0.85,HD 37124,5500.24,4.59917,-0.441617,,,HD 37124,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+37124,0,,,,5.951,6.02
HD 217107 c,2.61546,5.33414,4270,0.517222,198.598,2451106.321,35.7,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,217107,113421,22.97098468133333,-2.39534603,22:58:15.545,-02:23:43.25,6.17,,,4.948,,,,,2.61546,,,,1.5,1.108,HD 217107,5704.36,4.54136,0.389294,,,HD 217107,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+217107,0,,,,4.535,4.764
HD 74156 b,1.77342,0.291535,51.638,0.63,174,2450793.3,108,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N,74156,42723,8.706974341333334,4.57858478,08:42:25.108,+04:34:42.91,7.61,,,6.559,,,,,1.77342,,,,1.345,1.238,HD 74156,6067.98,4.25915,0.130772,,,HD 74156,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+74156,0,,,,6.208,6.275
HD 13931 b,1.88123,5.14931,4218,0.02,290,2454494,23.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,13931,10626,2.279805404666667,43.77344266,02:16:47.299,+43:46:24.39,7.61,,,6.451,,,,,1.88123,,,,1.22417,1.022,HD 13931,5829,4.3,0.03,,,HD 13931,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+13931,0,,,,6.139,6.233
HD 155358 c,0.807031,1.00082,391.9,0.16,180,2455345.4,24.9,Robert 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,155358,83949,17.15965912333333,33.35638187,17:09:34.773,+33:21:22.97,7.28,,,6.158,,,,,0.807031,,,,1.49875,0.87,HD 155358,5760,4.09,-0.68,,,HD 155358,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+155358,0,,,,5.807,5.886
14 And b,4.68383,0.823151,185.84,0,0,2452861.4,100,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,221345,116076,23.521443756,39.2364017,23:31:17.198,+39:14:11.05,5.22,,,3.019,,,,,4.68383,,,,11.38,2.15,14 And,4813,2.63,-0.24,,,14 And,http://simbad.harvard.edu/simbad/sim-id?Ident=14+And,0,,,,2.33,2.608
81 Cet b,5.34087,2.53876,952.7,0.206,175,2452486,62.8,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,16400,12247,2.628271548,-3.39606795,02:37:41.778,-03:23:45.84,5.65,,,3.94,,,,,5.34087,,,,17.9973,2.4,81 Cet,4785,2.35,-0.06,,,81 Cet,http://simbad.harvard.edu/simbad/sim-id?Ident=81+Cet,0,,,,3.266,3.386
mu Ara e,0.543322,0.93961,310.54999,0.0666,189.6,2452708.7,14.91,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Pepe 2007 ; Gozdiewski 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P ; http://adsabs.harvard.edu/abs/2007ApJ...657..546G,160691,86796,17.735754734,-51.8335882,17:44:08.717,-51:50:00.92,5.12,,,4.158,,,,,0.543322,,,,1.25035,1.147,mu Ara,5784.28,4.29848,0.292921,,,mu Ara,http://simbad.harvard.edu/simbad/sim-id?Ident=mu+Ara,0,,,,3.682,3.724
HD 136118 b,11.6809,2.33328,1187.3,0.338,319.9,2452999.5,210.7,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F,136118,74948,15.315428962,-1.59244348,15:18:55.544,-01:35:32.80,6.93,,,5.934,,,,,11.6809,,,,1.75082,1.191,HD 136118,6097.41,4.05318,-0.0502233,,,HD 136118,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+136118,0,,,,5.599,5.693
HD 6434 b,0.397195,0.142061,21.997999,0.17,156,2451490.8,34.2,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,6434,5054,1.077855232666667,-39.48693476,01:04:40.279,-39:29:12.97,7.72,,,6.576,,,,,0.397195,,,,0.80278,0.79,HD 6434,5835,4.6,-0.52,,,HD 6434,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+6434,0,,,,6.187,6.272
HD 5319 b,1.93773,1.74656,674.59998,0.12,76.3,2453067.7,33.6,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,5319,4297,0.917056356,0.78967679,00:55:01.403,+00:47:22.84,8.05,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,6.348,,,,,1.93773,,,,3.07536,1.56,HD 5319,5052,3.57,0.15,,,HD 5319,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+5319,0,,,,5.699,5.864
HD 231701 b,1.08667,0.555583,141.60001,0.1,46,2453180,39,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,231701,96078,19.534478416,16.47425226,19:32:04.122,+16:28:27.31,8.03,,,,,,,,1.08667,,,,1.24116,1.14,HD 231701,6208,4.33,0.07,,,HD 231701,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+231701,0,,,,,
HD 75898 b,2.51504,1.18906,418.20001,0.1,263.7,2452907,58.2,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,75898,43674,8.897464349333335,33.05688002,08:53:50.872,+33:03:24.77,8.31,,,6.925,,,,,2.51504,,,,1.54576,1.28,HD 75898,6021,4.16,0.27,,,HD 75898,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+75898,0,,,,6.662,6.738
16 Cyg B b,1.63997,1.66027,798.5,0.681,85.8,2446549.1,50.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Cochran 1997,http://adsabs.harvard.edu/abs/1997ApJ...483..457C,186427,96901,19.69780443866667,50.51792058,19:41:52.096,+50:31:04.51,6.25,,,4.993,,,,,1.63997,,,,1.1176,0.956,16 Cyg B,5674.41,4.35488,0.0375072,,,16 Cyg B,http://simbad.harvard.edu/simbad/sim-id?Ident=16+Cyg+B,0,,,,4.65,4.695
HD 213240 b,4.53249,1.88529,882.7,0.421,201,2451499,96.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S,213240,111143,22.51680232733333,-49.43279866,22:31:00.488,-49:25:58.08,6.81,,,5.708,,,,,4.53249,,,,1.3947,1.143,HD 213240,5967.95,4.22245,0.138711,,,HD 213240,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+213240,0,,,,5.354,5.482
HD 12661 b,2.3408,0.838172,262.70861,0.376834,295.978,2454152.755,73.5609,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,12661,9683,2.076210422,25.414731,02:04:34.358,+25:24:53.03,7.43,,,6.182,,,,,2.3408,,,,1.06782,1.136,HD 12661,5742.75,4.42339,0.362341,,,HD 12661,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+12661,0,,,,5.86,5.895
HD 74156 c,8.24664,3.8997,2520,0.38,268,2448416,115,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N,74156,42723,8.706974341333334,4.57858478,08:42:25.108,+04:34:42.91,7.61,,,6.559,,,,,8.24664,,,,1.345,1.238,HD 74156,6067.98,4.25915,0.130772,,,HD 74156,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+74156,0,,,,6.208,6.275
HD 20794 c,0.00743617,0.203628,40.114,0,0,2454766.756,0.56,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,20794,15510,3.331451326,-43.07154908,03:19:53.225,-43:04:17.58,4.26,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,3.032,90,,,,0.00743617,,,,1.22683,0.7,HD 20794,5401,4.22,-0.4,,,HD 20794,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+20794,0,,,2MASS J03195563-4304112,2.636,2.709
HD 38801 b,10.7604,1.70768,696.3,0,0,2453966,200,Harakawa 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..550H,Harakawa 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..550H,38801,27384,5.799780341333333,-8.3275165,05:47:59.209,-08:19:39.06,8.26,,,6.8,,,,,10.7604,,,,2.15168,1.36,HD 38801,5222,3.84,0.26,,,HD 38801,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+38801,0,,,,6.279,6.372
